gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,curcdq,datacqtr,datafqtr,actq,aoq,atq,cogsq,cshoq,dlcq,dlttq,dvpq,lctq,loq,ltq,mibtq,niq,oiadpq,ppegtq,prcraq,pstkq,rectq,revtq,saleq,teqq,uaptq,capxy,chechy,costat,prccq,prchq,prclq
001045,20000331,2000,1,INDL,C,D,STD,AAL,USD,2000Q1,2000Q1,4999.0000,2581.0000,24314.0000,4077.0000,149.6850,472.0000,5544.0000,0.0000,6279.0000,4183.0000,17892.0000,,132.0000,212.0000,25614.0000,,0.0000,1493.0000,4577.0000,4577.0000,,,781.0000,-9.0000,A,31.8750,68.7500,27.0625
001045,20000630,2000,2,INDL,C,D,STD,AAL,USD,2000Q2,2000Q2,5377.0000,2574.0000,25473.0000,4200.0000,149.9580,742.0000,5395.0000,0.0000,7106.0000,4186.0000,18699.0000,,321.0000,517.0000,26619.0000,,0.0000,1447.0000,5011.0000,5011.0000,,,1917.0000,43.0000,A,26.4375,39.0000,26.1250
001045,20000930,2000,3,INDL,C,D,STD,AAL,USD,2000Q3,2000Q3,5352.0000,2500.0000,25899.0000,4377.0000,150.6890,768.0000,5198.0000,0.0000,7280.0000,4164.0000,18806.0000,,313.0000,572.0000,27354.0000,,0.0000,1496.0000,5256.0000,5256.0000,,,2792.0000,86.0000,A,32.6875,35.4375,26.0000
001045,20001231,2000,4,INDL,C,D,STD,AAL,USD,2000Q4,2000Q4,5179.0000,2398.0000,26213.0000,4466.0000,152.0630,796.0000,5474.0000,0.0000,6990.0000,4188.0000,19037.0000,,47.0000,80.0000,28157.0000,,0.0000,1303.0000,4859.0000,4859.0000,,,3678.0000,4.0000,A,39.1875,39.4375,27.6250
001045,20010331,2001,1,INDL,C,D,STD,AAL,USD,2001Q1,2001Q1,4573.0000,2886.0000,26534.0000,4451.0000,153.6940,696.0000,5877.0000,0.0000,6744.0000,4219.0000,19301.0000,,-43.0000,-4.0000,,,0.0000,1383.0000,4760.0000,4760.0000,,,847.0000,83.0000,A,35.1200,43.9375,30.7000
001045,20010630,2001,2,INDL,C,D,STD,AAL,USD,2001Q2,2001Q2,5174.0000,3820.0000,29002.0000,5306.0000,154.4080,613.0000,7167.0000,0.0000,7894.0000,4860.0000,22262.0000,,-507.0000,-75.0000,,,0.0000,1670.0000,5583.0000,5583.0000,,,2124.0000,176.0000,A,36.1300,39.5000,32.5000
001045,20010930,2001,3,INDL,C,D,STD,AAL,USD,2001Q3,2001Q3,6081.0000,5905.0000,31840.0000,5183.0000,154.4820,776.0000,8098.0000,0.0000,8103.0000,7240.0000,25609.0000,,-414.0000,-735.0000,,,0.0000,1829.0000,4816.0000,4816.0000,,,3059.0000,-20.0000,A,19.1400,38.4000,15.9000
001045,20011231,2001,4,INDL,C,D,STD,AAL,USD,2001Q4,2001Q4,6540.0000,6646.0000,32841.0000,4479.0000,154.4850,772.0000,9834.0000,0.0000,7512.0000,8495.0000,27468.0000,,-798.0000,-1046.0000,29659.0000,,0.0000,1414.0000,3804.0000,3804.0000,,,3640.0000,31.0000,A,22.3000,23.7400,15.1000
001045,20020331,2002,1,INDL,C,D,STD,AAL,USD,2002Q1,2002Q1,6271.0000,5393.0000,31614.0000,4551.0000,155.1190,713.0000,10238.0000,0.0000,7389.0000,8495.0000,27724.0000,,-1563.0000,-729.0000,30050.0000,,0.0000,1858.0000,4163.0000,4163.0000,,,619.0000,14.0000,A,26.4100,29.2000,21.6200
001045,20020630,2002,2,INDL,C,D,STD,AAL,USD,2002Q2,2002Q2,5848.0000,5606.0000,31538.0000,4771.0000,155.6890,497.0000,10616.0000,0.0000,7459.0000,8479.0000,28131.0000,,-495.0000,-601.0000,30184.0000,,0.0000,1556.0000,4508.0000,4508.0000,,,1113.0000,75.0000,A,16.8600,26.1100,15.5200
001045,20020930,2002,3,INDL,C,D,STD,AAL,USD,2002Q3,2002Q3,5987.0000,5774.0000,31502.0000,4797.0000,155.9930,550.0000,11931.0000,0.0000,7218.0000,8614.0000,28991.0000,,-924.0000,-613.0000,28886.0000,,0.0000,1563.0000,4524.0000,4524.0000,,,1537.0000,3.0000,A,4.1800,16.6500,3.6000
001045,20021231,2002,4,INDL,C,D,STD,AAL,USD,2002Q4,2002Q4,4937.0000,5636.0000,30267.0000,4522.0000,156.0890,868.0000,12310.0000,0.0000,7240.0000,9760.0000,29310.0000,,-529.0000,-679.0000,29073.0000,,0.0000,1481.0000,4190.0000,4190.0000,,,1881.0000,2.0000,A,6.6000,8.6100,3.0100
001045,20030331,2003,1,INDL,C,D,STD,AAL,USD,2003Q1,2003Q1,3634.0000,5702.0000,29086.0000,3943.0000,156.3960,807.0000,12345.0000,0.0000,7073.0000,9770.0000,29188.0000,,-1043.0000,-844.0000,29450.0000,,0.0000,924.0000,4120.0000,4120.0000,,,393.0000,53.0000,A,2.1000,7.1000,1.2500
001045,20030630,2003,2,INDL,C,D,STD,AAL,USD,2003Q2,2003Q2,4247.0000,5125.0000,29220.0000,3589.0000,158.8410,722.0000,12535.0000,0.0000,7081.0000,10106.0000,29722.0000,,-75.0000,-195.0000,29648.0000,,0.0000,924.0000,4324.0000,4324.0000,,,847.0000,53.0000,A,11.0000,11.9000,2.6500
001045,20030930,2003,3,INDL,C,D,STD,AAL,USD,2003Q3,2003Q3,5076.0000,5102.0000,29943.0000,3525.0000,159.3470,738.0000,13167.0000,0.0000,7132.0000,10165.0000,30464.0000,,1.0000,141.0000,29865.0000,,0.0000,936.0000,4605.0000,4605.0000,,,491.0000,54.0000,A,11.4500,13.4500,7.9000
001045,20031231,2003,4,INDL,C,D,STD,AAL,USD,2003Q4,2003Q4,4682.0000,5188.0000,29330.0000,3373.0000,159.5820,804.0000,13126.0000,0.0000,6559.0000,9599.0000,29284.0000,,-111.0000,103.0000,29003.0000,,0.0000,796.0000,4391.0000,4391.0000,,,680.0000,16.0000,A,12.9500,15.4600,11.0500
001045,20040331,2004,1,INDL,C,D,STD,AAL,USD,2004Q1,2004Q1,5406.0000,5191.0000,29950.0000,3562.0000,159.6250,815.0000,13577.0000,0.0000,7110.0000,9398.0000,30085.0000,,-166.0000,42.0000,29153.0000,,0.0000,965.0000,4512.0000,4512.0000,,,213.0000,32.0000,A,12.7300,17.6500,10.2500
001045,20040630,2004,2,INDL,C,D,STD,AAL,USD,2004Q2,2004Q2,5513.0000,5156.0000,30001.0000,3745.0000,160.6980,811.0000,13626.0000,0.0000,7297.0000,9200.0000,30123.0000,,6.0000,165.0000,29332.0000,,0.0000,919.0000,4830.0000,4830.0000,,,514.0000,76.0000,A,12.1100,14.5000,10.0400
001045,20040930,2004,3,INDL,C,D,STD,AAL,USD,2004Q3,2004Q3,5300.0000,4707.0000,29261.0000,3897.0000,160.8300,795.0000,12488.0000,0.0000,7124.0000,9963.0000,29575.0000,,-214.0000,-45.0000,30254.0000,,0.0000,903.0000,4762.0000,4762.0000,,,773.0000,-3.0000,A,7.3300,12.2800,6.7600
001045,20041231,2004,4,INDL,C,D,STD,AAL,USD,2004Q4,2004Q4,4971.0000,4665.0000,28773.0000,3916.0000,161.1560,806.0000,13524.0000,0.0000,7018.0000,8812.0000,29354.0000,,-387.0000,-295.0000,29708.0000,,0.0000,836.0000,4541.0000,4541.0000,,,1027.0000,0.0000,A,10.9500,11.1000,6.3400
001045,20050331,2005,1,INDL,C,D,STD,AAL,USD,2005Q1,2005Q1,5420.0000,4631.0000,29167.0000,3820.0000,161.3900,879.0000,13375.0000,0.0000,7731.0000,8758.0000,29864.0000,,-162.0000,23.0000,29910.0000,,0.0000,1033.0000,4750.0000,4750.0000,,,242.0000,28.0000,A,10.7000,11.6500,7.8300
001045,20050630,2005,2,INDL,C,D,STD,AAL,USD,2005Q2,2005Q2,5789.0000,4609.0000,29494.0000,4158.0000,163.7010,910.0000,13322.0000,0.0000,8019.0000,8768.0000,30109.0000,,58.0000,229.0000,30096.0000,,0.0000,1052.0000,5309.0000,5309.0000,,,484.0000,46.0000,A,12.1100,14.9500,9.8000
001045,20050930,2005,3,INDL,C,D,STD,AAL,USD,2005Q3,2005Q3,5987.0000,4538.0000,29436.0000,4428.0000,165.0680,960.0000,13231.0000,0.0000,7869.0000,9065.0000,30165.0000,,-153.0000,28.0000,30111.0000,,0.0000,1111.0000,5485.0000,5485.0000,,,586.0000,7.0000,A,11.1800,14.8000,10.0000
001045,20051231,2005,4,INDL,C,D,STD,AAL,USD,2005Q4,2005Q4,6164.0000,4785.0000,29495.0000,4426.0000,182.7320,1239.0000,13456.0000,0.0000,8320.0000,9197.0000,30973.0000,,-604.0000,-178.0000,30005.0000,,0.0000,991.0000,5168.0000,5168.0000,,,681.0000,18.0000,A,22.2300,23.5300,10.7700
001045,20060331,2006,1,INDL,C,D,STD,AAL,USD,2006Q1,2006Q1,6820.0000,4736.0000,29918.0000,4293.0000,189.3880,1185.0000,13165.0000,0.0000,8744.0000,9281.0000,31190.0000,,-92.0000,115.0000,29962.0000,,0.0000,1073.0000,5344.0000,5344.0000,,,104.0000,6.0000,A,27.0500,29.1400,18.2400
001045,20060630,2006,2,INDL,C,D,STD,AAL,USD,2006Q2,2006Q2,7840.0000,4694.0000,30752.0000,4524.0000,213.0160,1152.0000,12968.0000,0.0000,9232.0000,9060.0000,31260.0000,,291.0000,476.0000,30018.0000,,0.0000,1121.0000,5975.0000,5975.0000,,,245.0000,29.0000,A,25.4200,29.3200,21.5000
001045,20060930,2006,3,INDL,C,D,STD,AAL,USD,2006Q3,2006Q3,7473.0000,4615.0000,30128.0000,4605.0000,214.4160,1506.0000,12407.0000,0.0000,8675.0000,9560.0000,30642.0000,,15.0000,284.0000,30140.0000,,0.0000,1160.0000,5847.0000,5847.0000,,,348.0000,-24.0000,A,23.1400,27.7400,18.7800
001045,20061231,2006,4,INDL,C,D,STD,AAL,USD,2006Q4,2006Q4,6902.0000,4302.0000,29145.0000,4237.0000,222.2240,1349.0000,12041.0000,0.0000,8505.0000,9205.0000,29751.0000,,17.0000,185.0000,30149.0000,,0.0000,988.0000,5397.0000,5397.0000,,,530.0000,-17.0000,A,30.2300,34.4000,23.4200
001045,20070331,2007,1,INDL,C,D,STD,AAL,USD,2007Q1,2007Q1,7833.0000,4229.0000,29884.0000,4185.0000,240.5890,1289.0000,11471.0000,0.0000,8958.0000,9229.0000,29658.0000,,81.0000,248.0000,30222.0000,,0.0000,1124.0000,5427.0000,5427.0000,,,182.0000,24.0000,A,30.4500,41.0000,29.6800
001045,20070630,2007,2,INDL,C,D,STD,AAL,USD,2007Q2,2007Q2,8588.0000,4122.0000,30410.0000,4433.0000,247.8770,1318.0000,11242.0000,0.0000,9393.0000,9165.0000,29800.0000,,317.0000,467.0000,30400.0000,,0.0000,1219.0000,5879.0000,5879.0000,,,364.0000,94.0000,A,26.3500,34.0000,24.8800
001045,20070930,2007,3,INDL,C,D,STD,AAL,USD,2007Q3,2007Q3,8062.0000,3984.0000,29599.0000,4583.0000,249.1220,1463.0000,10528.0000,0.0000,9236.0000,9007.0000,28771.0000,,175.0000,359.0000,30553.0000,,0.0000,1166.0000,5946.0000,5946.0000,,,515.0000,40.0000,A,22.2900,29.3200,20.2800
001045,20071231,2007,4,INDL,C,D,STD,AAL,USD,2007Q4,2007Q4,7229.0000,3948.0000,28571.0000,4687.0000,249.3980,1049.0000,10093.0000,0.0000,8483.0000,7338.0000,25914.0000,,-69.0000,-45.0000,30400.0000,,0.0000,1027.0000,5644.0000,5644.0000,,,714.0000,26.0000,A,14.0300,26.0000,13.6500
001045,20080331,2008,1,INDL,C,D,STD,AAL,USD,2008Q1,2008Q1,7513.0000,3908.0000,28766.0000,4841.0000,249.4560,1558.0000,9375.0000,0.0000,9572.0000,7330.0000,26277.0000,,-341.0000,-187.0000,30445.0000,,0.0000,1109.0000,5697.0000,5697.0000,,,217.0000,55.0000,A,9.0200,16.4900,8.1000
001045,20080630,2008,2,INDL,C,D,STD,AAL,USD,2008Q2,2008Q2,9072.0000,3871.0000,28925.0000,5239.0000,251.1480,1558.0000,9331.0000,0.0000,10640.0000,7294.0000,27265.0000,,-1461.0000,-126.0000,26473.0000,,0.0000,1166.0000,6179.0000,6179.0000,,,473.0000,139.0000,A,5.1200,10.4000,4.7900
001045,20080930,2008,3,INDL,C,D,STD,AAL,USD,2008Q3,2008Q3,7507.0000,3515.0000,26950.0000,5525.0000,278.7570,1590.0000,9536.0000,0.0000,9484.0000,6996.0000,26016.0000,,31.0000,-189.0000,26601.0000,,0.0000,1104.0000,6421.0000,6421.0000,,,687.0000,125.0000,A,9.8200,13.4100,4.0000
001045,20081231,2008,4,INDL,C,D,STD,AAL,USD,2008Q4,2008Q4,5935.0000,3505.0000,25175.0000,4503.0000,278.9490,1956.0000,9001.0000,0.0000,9374.0000,9735.0000,28110.0000,,-347.0000,-71.0000,26180.0000,,0.0000,811.0000,5469.0000,5469.0000,,,876.0000,43.0000,A,10.6700,12.3700,5.0000
001045,20090331,2009,1,INDL,C,D,STD,AAL,USD,2009Q1,2009Q1,5362.0000,3582.0000,24518.0000,4070.0000,278.9490,1469.0000,8842.0000,0.0000,8908.0000,9877.0000,27627.0000,,-375.0000,-181.0000,26204.0000,,0.0000,785.0000,4839.0000,4839.0000,-3109.0000,,169.0000,-4.0000,A,3.1900,12.4750,2.4000
001045,20090630,2009,2,INDL,C,D,STD,AAL,USD,2009Q2,2009Q2,5140.0000,3426.0000,24138.0000,4140.0000,280.0600,1228.0000,8864.0000,0.0000,8270.0000,10004.0000,27138.0000,,-390.0000,-133.0000,26313.0000,,0.0000,780.0000,4889.0000,4889.0000,-3000.0000,,602.0000,0.0000,A,4.0200,6.5000,3.1000
001045,20090930,2009,3,INDL,C,D,STD,AAL,USD,2009Q3,2009Q3,6453.0000,3705.0000,25754.0000,4303.0000,329.0600,1132.0000,10461.0000,0.0000,7901.0000,10251.0000,28613.0000,,-359.0000,-112.0000,26354.0000,,0.0000,814.0000,5127.0000,5127.0000,-2859.0000,,1103.0000,-20.0000,A,7.9500,9.2400,3.9300
001045,20091231,2009,4,INDL,C,D,STD,AAL,USD,2009Q4,2009Q4,6642.0000,3320.0000,25438.0000,4325.0000,332.6240,1114.0000,10583.0000,0.0000,7728.0000,10616.0000,28927.0000,,-344.0000,-319.0000,26310.0000,,0.0000,768.0000,5062.0000,5062.0000,-3489.0000,,1521.0000,-38.0000,A,7.7300,8.3300,5.1100
001690,20000331,2000,2,INDL,C,D,STD,AAPL,USD,2000Q1,2000Q2,4912.0000,1781.0000,7007.0000,1375.0000,162.6800,0.0000,300.0000,0.0000,1853.0000,0.0000,2792.0000,0.0000,233.0000,170.0000,723.0000,,150.0000,940.0000,1945.0000,1945.0000,,,65.0000,336.0000,A,135.8125,150.3750,86.5000
001690,20000630,2000,3,INDL,C,D,STD,AAPL,USD,2000Q2,2000Q3,5157.0000,1461.0000,6932.0000,1257.0000,324.8260,0.0000,300.0000,0.0000,1873.0000,0.0000,2756.0000,0.0000,200.0000,168.0000,721.0000,,150.0000,967.0000,1825.0000,1825.0000,,,76.0000,18.0000,A,52.3750,69.7500,40.1875
001690,20000930,2000,4,INDL,C,D,STD,AAPL,USD,2000Q3,2000Q4,5427.0000,1063.0000,6803.0000,1385.0000,335.6770,0.0000,300.0000,0.0000,1933.0000,0.0000,2696.0000,0.0000,170.0000,84.0000,700.0000,,76.0000,953.0000,1870.0000,1870.0000,,,107.0000,-135.0000,A,25.7500,64.1250,25.3750
001690,20001231,2001,1,INDL,C,D,STD,AAPL,USD,2000Q4,2001Q1,4926.0000,735.0000,5986.0000,1004.0000,345.3070,0.0000,311.0000,0.0000,1637.0000,0.0000,2274.0000,0.0000,-195.0000,-420.0000,,,3.0000,441.0000,1007.0000,1007.0000,,,22.0000,546.0000,A,14.8750,26.7500,13.6250
001690,20010331,2001,2,INDL,C,D,STD,AAPL,USD,2001Q1,2001Q2,5345.0000,454.0000,6130.0000,1024.0000,346.5410,0.0000,317.0000,0.0000,1795.0000,0.0000,2392.0000,0.0000,43.0000,-8.0000,721.0000,,0.0000,637.0000,1431.0000,1431.0000,,,39.0000,947.0000,A,22.0700,23.7500,14.4375
001690,20010630,2001,3,INDL,C,D,STD,AAPL,USD,2001Q2,2001Q3,5248.0000,476.0000,6071.0000,1015.0000,350.4740,0.0000,317.0000,0.0000,1614.0000,0.0000,2213.0000,0.0000,61.0000,42.0000,727.0000,,0.0000,598.0000,1475.0000,1475.0000,,,69.0000,930.0000,A,23.2500,27.1200,18.7500
001690,20010930,2001,4,INDL,C,D,STD,AAPL,USD,2001Q3,2001Q4,5143.0000,314.0000,6021.0000,983.0000,350.9220,0.0000,317.0000,0.0000,1518.0000,0.0000,2101.0000,0.0000,66.0000,53.0000,924.0000,,0.0000,466.0000,1450.0000,1450.0000,,,232.0000,1119.0000,A,15.5100,25.2200,14.6800
001690,20011231,2002,1,INDL,C,D,STD,AAPL,USD,2001Q4,2002Q1,5272.0000,277.0000,6122.0000,925.0000,352.4590,0.0000,315.0000,0.0000,1579.0000,0.0000,2156.0000,0.0000,38.0000,20.0000,934.0000,,0.0000,498.0000,1375.0000,1375.0000,,,36.0000,-364.0000,A,21.9000,24.0300,14.8300
001690,20020331,2002,2,INDL,C,D,STD,AAPL,USD,2002Q1,2002Q2,5414.0000,263.0000,6264.0000,1057.0000,354.0850,0.0000,311.0000,0.0000,1709.0000,0.0000,2250.0000,0.0000,40.0000,28.0000,955.0000,,0.0000,644.0000,1495.0000,1495.0000,,,79.0000,-1151.0000,A,23.6700,25.9800,20.2590
001690,20020630,2002,3,INDL,C,D,STD,AAPL,USD,2002Q2,2002Q3,5443.0000,261.0000,6293.0000,1010.0000,358.8550,0.0000,316.0000,0.0000,1718.0000,0.0000,2227.0000,0.0000,32.0000,13.0000,970.0000,,0.0000,626.0000,1429.0000,1429.0000,,,110.0000,-1064.0000,A,17.7200,26.1700,15.9800
001690,20020930,2002,4,INDL,C,D,STD,AAPL,USD,2002Q3,2002Q4,5388.0000,289.0000,6298.0000,1029.0000,358.9590,0.0000,316.0000,0.0000,1658.0000,0.0000,2203.0000,0.0000,-45.0000,-15.0000,1057.0000,,0.0000,565.0000,1443.0000,1443.0000,,,174.0000,-58.0000,A,14.5000,18.7900,13.8000
001690,20021231,2003,1,INDL,C,D,STD,AAPL,USD,2002Q4,2003Q1,5384.0000,280.0000,6269.0000,1035.0000,360.2570,0.0000,320.0000,0.0000,1595.0000,0.0000,2153.0000,0.0000,-8.0000,-14.0000,1046.0000,,0.0000,591.0000,1472.0000,1472.0000,,,20.0000,360.0000,A,14.3300,17.3800,13.3600
